time: 0.0, P0: 0.98, P1: 0.02, P2: 0.0, TI2: 0.0019200000000000016
time: 233.0, P0: 0.8493143785561195, P1: 0.12197469062358063, P2: 0.028710930820300594, TI2: 0.16131655226418176
time: 234.0, P0: 0.8493505890965358, P1: 0.12188580900250585, P2: 0.028763601900959036, TI2: 0.16133301280442386
time: 235.0, P0: 0.8493246072815568, P1: 0.12194563704488398, P2: 0.028729755673559877, TI2: 0.16132514839200365
time: 236.0, P0: 0.8493489570264331, P1: 0.12188529803631945, P2: 0.028765744937248143, TI2: 0.16133678791081568
time: 237.0, P0: 0.8493308517247148, P1: 0.12192649818532438, P2: 0.028742650089961512, TI2: 0.16133179836524733
time: 238.0, P0: 0.8493431355207907, P1: 0.12189517481121848, P2: 0.028761689667991537, TI2: 0.1613385541472015
time: 239.0, P0: 0.8493484323193818, P1: 0.12188063295333053, P2: 0.02877093472728831, TI2: 0.1613425024079071
time: 240.0, P0: 0.8493090982931369, P1: 0.12197281703811834, P2: 0.028718084668745394, TI2: 0.16132898637560908
time: 241.0, P0: 0.8493667377548366, P1: 0.12183336593373059, P2: 0.028799896311433537, TI2: 0.16135315855659763
time: 242.0, P0: 0.8493168738075424, P1: 0.12195086533392227, P2: 0.02873226085853606, TI2: 0.16133538705099434
time: 243.0, P0: 0.8493195477158738, P1: 0.12194289922556104, P2: 0.0287375530585659, TI2: 0.1613380053426928
time: 244.0, P0: 0.8493467070093711, P1: 0.12187649605690044, P2: 0.02877679693372921, TI2: 0.1613500899243588
time: 245.0, P0: 0.8492937368918078, P1: 0.1220016246089821, P2: 0.028704638499210844, TI2: 0.16133090160740376
time: 246.0, P0: 0.84933828524872, P1: 0.12189379928177453, P2: 0.028767915469506227, TI2: 0.16134963022078694
time: 247.0, P0: 0.8493070474831597, P1: 0.1219671227098018, P2: 0.028725829807039336, TI2: 0.16133878232388044
time: 248.0, P0: 0.8493352487163404, P1: 0.12189847606936369, P2: 0.02876627521429673, TI2: 0.1613510264979571
time: 249.0, P0: 0.8493153214627011, P1: 0.1219448859899782, P2: 0.02873979254732148, TI2: 0.16134447108462113
time: 250.0, P0: 0.8493360566416679, P1: 0.12189418711885669, P2: 0.02876975623947614, TI2: 0.1613536995978089
time: 251.0, P0: 0.8493256553891676, P1: 0.12191793810726388, P2: 0.02875640650356929, TI2: 0.1613507511144024
time: 252.0, P0: 0.8493171902879301, P1: 0.12193711086846765, P2: 0.028745698843602917, TI2: 0.16134850855567343
time: 253.0, P0: 0.8493539418111765, P1: 0.12184828663938031, P2: 0.028797771549443817, TI2: 0.1613638297382679
time: 254.0, P0: 0.8492930418626967, P1: 0.12199284064643061, P2: 0.02871411749087337, TI2: 0.1613410756281773
time: 255.0, P0: 0.8493231400908562, P1: 0.1219199999723914, P2: 0.028756859936753087, TI2: 0.16135371984589753
time: 256.0, P0: 0.8493161383818418, P1: 0.12193584909260129, P2: 0.02874801252555761, TI2: 0.16135187414371643
time: 257.0, P0: 0.8493164853199682, P1: 0.1219341771533173, P2: 0.028749337526715213, TI2: 0.16135285220674767
time: 258.0, P0: 0.8493230399005677, P1: 0.12191770915392207, P2: 0.028759250945510965, TI2: 0.16135621104494394
time: 259.0, P0: 0.8493125594141768, P1: 0.12194198105498477, P2: 0.028745459530839103, TI2: 0.16135290011666292
time: 260.0, P0: 0.8493191985262559, P1: 0.12192537991554732, P2: 0.02875542155819747, TI2: 0.1613562230319422
